Gender,Age,Area,Income,Feature,Brand,NumberOfDevices,Preference,Heard,ShoppingOnline,Unlock
Female,28,urban,$75.000 to $100.000,Quality,None of these,,Price,Yes,53,Remote unlock by application
Male,34,suburban,$100.000 to $150.000,Quality,Amazon Alexa,>15,Smart Features,Yes,67,Conventional key
Male,41,suburban,$75.000 to $100.000,Price,Google Home,10-15,Safety,Yes,37,Biometrics - fingerprint
Male,31,rural,$50.000 to $75.000,Safety,None of these,,Brand,Yes,42,Biometrics - fingerprint
Female,36,urban,Less than $25.000,Safety,None of these,,Safety,Yes,51,Conventional key
Female,37,urban,$150.000 or More,Friend’s recommendation,Amazon Alexa,5-10,Brand,Yes,38,Conventional key
Male,18,suburban,$25.000 to $50.000,Convenience,None of these,,Brand,Yes,143,Biometrics - photo
Male,30,rural,$100.000 to $150.000,Friend’s recommendation,Apple Home Kit,>15,Price,Yes,58,Biometrics - fingerprint
Female,32,rural,$150.000 or More,Packaging,Amazon Alexa,1-5,Remote Access,No,45,Biometrics - photo
Female,32,suburban,$150.000 or More,Convenience,None of these,,Brand,Yes,45,Remote unlock by application
Female,45,suburban,Less than $25.000,Safety,None of these,,Smart Features,Yes,42,Conventional key
Female,43,urban,$100.000 to $150.000,Brand,None of these,,Safety,Yes,36,Biometrics - fingerprint
Female,30,urban,$150.000 or More,Packaging,Apple Home Kit,,Brand,No,,Biometrics - fingerprint
Female,31,urban,Less than $25.000,Price,None of these,,Price,Yes,46,Conventional key
Male,28,suburban,$25.000 to $50.000,Safety,Nest,5-10,Price,Yes,77,Bluetooth
Male,28,urban,Less than $25.000,Safety,Google Home,1-5,Price,No,67,NFC
Male,39,urban,$25.000 to $50.000,Friend’s recommendation,None of these,,Brand,Yes,35,Biometrics - photo
Male,30,suburban,$150.000 or More,Friend’s recommendation,Amazon Alexa,10-15,Safety,Yes,64,Biometrics - photo
Female,31,rural,$50.000 to $75.000,Convenience,Loxone,5-10,Safety,Yes,60,Biometrics - fingerprint
Female,37,suburban,$100.000 to $150.000,Durability,Amazon Alexa,10-15,Price,Yes,57,Remote unlock by application
Male,50,suburban,$150.000 or More,Price,None of these,,Remote Access,Yes,36,Biometrics - eyescan
Male,29,suburban,$100.000 to $150.000,Quality,Loxone,5-10,Remote Access,Yes,59,Biometrics - eyescan
Male,35,rural,$150.000 or More,Convenience,None of these,,Brand,No,45,Conventional key
Male,37,rural,$100.000 to $150.000,Packaging,None of these,,Smart Features,Yes,57,Biometrics - eyescan
Female,39,suburban,$75.000 to $100.000,Friend’s recommendation,Amazon Alexa,5-10,Safety,No,41,Biometrics - photo
Male,31,suburban,$50.000 to $75.000,Brand,Nest,1-5,Price,No,57,Bluetooth
Female,33,urban,$50.000 to $75.000,Price,None of these,,Price,No,56,Biometrics - fingerprint
Female,33,urban,$100.000 to $150.000,Convenience,None of these,,Price,Yes,47,NFC
Female,37,urban,$25.000 to $50.000,Price,Amazon Alexa,>15,Safety,Yes,38,Biometrics - photo
Male,34,urban,$75.000 to $100.000,Price,None of these,,Safety,Yes,52,Remote unlock by application
Male,28,suburban,$50.000 to $75.000,Packaging,Fibaro,1-5,Price,No,81,Biometrics - photo
Female,31,rural,$100.000 to $150.000,Durability,None of these,,Smart Features,No,33,NFC
Male,30,rural,$150.000 or More,Friend’s recommendation,Loxone,1-5,Remote Access,No,37,Biometrics - fingerprint
Male,34,urban,$50.000 to $75.000,Price,None of these,,Price,Yes,51,Biometrics - eyescan
Female,49,urban,$25.000 to $50.000,Price,None of these,,Price,Yes,40,Bluetooth
Female,35,rural,$50.000 to $75.000,Convenience,Amazon Alexa,,Smart Features,No,,Biometrics - photo
Female,51,suburban,$100.000 to $150.000,Packaging,Apple Home Kit,>15,Remote Access,Yes,30,Biometrics - fingerprint
Male,51,rural,$150.000 or More,Safety,None of these,,Brand,Yes,48,NFC
Male,26,suburban,$100.000 to $150.000,Brand,Amazon Alexa,,Price,No,,Bluetooth
Female,28,suburban,$50.000 to $75.000,Friend’s recommendation,Nest,1-5,Safety,No,62,Biometrics - fingerprint
Male,32,suburban,$100.000 to $150.000,Convenience,Amazon Alexa,10-15,Remote Access,No,62,Biometrics - eyescan
Female,29,urban,$100.000 to $150.000,Brand,None of these,,Smart Features,Yes,50,Biometrics - eyescan
Female,29,urban,$100.000 to $150.000,Packaging,None of these,,Safety,Yes,63,Remote unlock by application
Female,26,urban,$50.000 to $75.000,Durability,iNels,1-5,Brand,Yes,72,Biometrics - fingerprint
Male,24,suburban,$75.000 to $100.000,Convenience,Apple Home Kit,>15,Price,Yes,113,Bluetooth
Female,37,suburban,$100.000 to $150.000,Friend’s recommendation,Apple Home Kit,10-15,Smart Features,Yes,35,Bluetooth
Male,33,suburban,Less than $25.000,Price,Apple Home Kit,10-15,Safety,Yes,83,Biometrics - fingerprint
Female,33,urban,Less than $25.000,Price,None of these,,Remote Access,Yes,,Remote unlock by application
Male,39,rural,$75.000 to $100.000,Safety,Google Home,1-5,Smart Features,No,50,Biometrics - eyescan
Female,31,suburban,Less than $25.000,Durability,iNels,1-5,Safety,Yes,57,Biometrics - photo
Female,39,suburban,$75.000 to $100.000,Price,None of these,,Brand,Yes,42,Remote unlock by application
Male,43,suburban,$50.000 to $75.000,Durability,Amazon Alexa,,Remote Access,No,,Biometrics - fingerprint
Male,21,rural,$100.000 to $150.000,Price,None of these,,Safety,No,76,NFC
Female,39,suburban,$75.000 to $100.000,Packaging,Loxone,1-5,Safety,No,57,Biometrics - photo
Male,34,suburban,$25.000 to $50.000,Price,Loxone,1-5,Safety,Yes,60,Biometrics - fingerprint
Male,40,rural,$50.000 to $75.000,Quality,Fibaro,5-10,Brand,No,45,Bluetooth
Female,36,urban,$75.000 to $100.000,Price,Loxone,1-5,Remote Access,No,48,Remote unlock by application
Female,28,suburban,$100.000 to $150.000,Quality,Loxone,1-5,Smart Features,No,62,Biometrics - eyescan
Female,33,suburban,$50.000 to $75.000,Price,iNels,1-5,Safety,No,58,NFC
Female,34,suburban,$25.000 to $50.000,Durability,None of these,,Price,No,41,Biometrics - photo
Female,45,urban,$25.000 to $50.000,Convenience,None of these,,Remote Access,Yes,39,Remote unlock by application
Male,32,suburban,$100.000 to $150.000,Safety,Apple Home Kit,,Remote Access,Yes,,Biometrics - eyescan
Male,39,urban,$150.000 or More,Brand,Apple Home Kit,5-10,Smart Features,Yes,52,Bluetooth
Male,26,urban,$50.000 to $75.000,Price,Loxone,1-5,Price,No,79,Biometrics - fingerprint
Male,35,rural,$25.000 to $50.000,Durability,Google Home,1-5,Price,Yes,57,NFC
Female,35,rural,$50.000 to $75.000,Price,Amazon Alexa,>15,Price,Yes,53,Biometrics - fingerprint
Female,34,rural,$100.000 to $150.000,Quality,None of these,,Remote Access,No,49,Biometrics - fingerprint
Male,25,suburban,Less than $25.000,Durability,None of these,,Remote Access,No,78,Biometrics - eyescan
Male,41,suburban,$25.000 to $50.000,Safety,Amazon Alexa,5-10,Remote Access,No,43,Remote unlock by application
Female,34,suburban,$50.000 to $75.000,Price,Loxone,5-10,Smart Features,Yes,54,NFC
Female,26,urban,$150.000 or More,Brand,None of these,,Brand,Yes,60,Biometrics - fingerprint
Female,34,rural,Less than $25.000,Price,None of these,,Price,No,49,Biometrics - fingerprint
Female,32,urban,$100.000 to $150.000,Brand,Apple Home Kit,>15,Remote Access,No,80,Remote unlock by application
Male,45,urban,$150.000 or More,Brand,None of these,,Remote Access,Yes,31,Biometrics - photo
Female,42,rural,$50.000 to $75.000,Friend’s recommendation,None of these,,Price,Yes,35,Biometrics - fingerprint
Female,37,suburban,$150.000 or More,Price,Google Home,10-15,Brand,No,69,Biometrics - fingerprint
Female,41,rural,Less than $25.000,Safety,Loxone,5-10,Brand,Yes,29,Biometrics - fingerprint
Female,35,urban,Less than $25.000,Friend’s recommendation,Amazon Alexa,5-10,Safety,Yes,49,Biometrics - eyescan
Male,34,suburban,$100.000 to $150.000,Convenience,Apple Home Kit,>15,Smart Features,No,36,Conventional key
Male,36,rural,$50.000 to $75.000,Friend’s recommendation,Google Home,10-15,Smart Features,Yes,43,Bluetooth
Male,33,rural,$75.000 to $100.000,Safety,None of these,,Safety,Yes,51,Biometrics - photo
Female,33,rural,$25.000 to $50.000,Convenience,Apple Home Kit,10-15,Price,Yes,54,Biometrics - eyescan
Female,30,suburban,Less than $25.000,Packaging,None of these,,Remote Access,Yes,75,Remote unlock by application
Male,24,suburban,$50.000 to $75.000,Friend’s recommendation,None of these,,Safety,Yes,83,Biometrics - photo
Female,43,urban,$100.000 to $150.000,Convenience,Fibaro,1-5,Smart Features,Yes,43,NFC
Male,37,suburban,$50.000 to $75.000,Durability,None of these,,Smart Features,No,48,Bluetooth
Male,33,suburban,$100.000 to $150.000,Packaging,None of these,,Smart Features,Yes,62,Conventional key
Male,34,suburban,$50.000 to $75.000,Brand,Google Home,10-15,Price,Yes,54,Bluetooth
Male,38,rural,$75.000 to $100.000,Quality,None of these,,Price,Yes,43,Bluetooth
Female,34,rural,$100.000 to $150.000,Price,None of these,,Brand,Yes,,Biometrics - photo
Female,33,urban,$100.000 to $150.000,Convenience,None of these,,Smart Features,Yes,63,Biometrics - photo
Male,33,urban,$100.000 to $150.000,Brand,None of these,,Remote Access,Yes,44,Biometrics - fingerprint
Female,47,suburban,Less than $25.000,Durability,Nest,10-15,Price,Yes,22,Biometrics - fingerprint
Male,44,rural,$100.000 to $150.000,Quality,Loxone,5-10,Smart Features,No,40,Bluetooth
Female,34,urban,Less than $25.000,Safety,None of these,,Price,No,30,Biometrics - fingerprint
Female,28,rural,Less than $25.000,Durability,Nest,10-15,Remote Access,Yes,45,Biometrics - eyescan
Female,29,suburban,$100.000 to $150.000,Durability,None of these,,Remote Access,Yes,56,Remote unlock by application
Female,34,suburban,$50.000 to $75.000,Convenience,Amazon Alexa,>15,Safety,Yes,56,Conventional key
Male,28,urban,$75.000 to $100.000,Friend’s recommendation,Loxone,10-15,Safety,No,63,Biometrics - photo
Male,47,urban,$25.000 to $50.000,Convenience,None of these,,Price,No,34,Bluetooth
Male,46,urban,$25.000 to $50.000,Friend’s recommendation,Google Home,10-15,Price,No,45,Biometrics - eyescan
Female,44,urban,$150.000 or More,Packaging,Apple Home Kit,5-10,Brand,Yes,37,Conventional key
Male,30,suburban,$75.000 to $100.000,Durability,Loxone,1-5,Safety,Yes,59,Biometrics - photo
Female,36,rural,$75.000 to $100.000,Convenience,None of these,,Safety,Yes,52,Biometrics - photo
Female,29,suburban,$100.000 to $150.000,Quality,None of these,,Remote Access,No,59,Biometrics - photo
Female,32,rural,$100.000 to $150.000,Price,Apple Home Kit,>15,Smart Features,Yes,61,Biometrics - fingerprint
Female,36,rural,$75.000 to $100.000,Safety,None of these,,Smart Features,Yes,45,Remote unlock by application
Female,42,suburban,$50.000 to $75.000,Convenience,None of these,,Price,No,43,Biometrics - fingerprint
Male,40,urban,Less than $25.000,Convenience,None of these,,Price,Yes,42,Biometrics - photo
Female,37,rural,$25.000 to $50.000,Friend’s recommendation,Nest,1-5,Price,No,40,Remote unlock by application
Male,32,suburban,$100.000 to $150.000,Convenience,Fibaro,,Safety,No,,Biometrics - photo
Male,36,rural,$150.000 or More,Quality,Apple Home Kit,>15,Safety,Yes,40,Conventional key
Female,37,suburban,Less than $25.000,Durability,None of these,,Safety,Yes,48,Biometrics - eyescan
Female,41,urban,$150.000 or More,Packaging,Apple Home Kit,>15,Price,Yes,46,Biometrics - eyescan
Male,34,rural,$50.000 to $75.000,Convenience,None of these,,Price,Yes,56,Biometrics - fingerprint
Male,37,suburban,$75.000 to $100.000,Friend’s recommendation,Google Home,1-5,Brand,Yes,52,Biometrics - photo
Female,32,suburban,$75.000 to $100.000,Friend’s recommendation,None of these,,Price,No,53,Biometrics - fingerprint
Male,36,rural,Less than $25.000,Safety,Apple Home Kit,10-15,Safety,No,53,Biometrics - photo
Male,36,urban,$25.000 to $50.000,Durability,Loxone,1-5,Smart Features,No,50,NFC
Male,32,rural,$75.000 to $100.000,Durability,None of these,,Price,No,59,Biometrics - fingerprint
Male,34,suburban,$50.000 to $75.000,Durability,None of these,,Remote Access,Yes,51,Remote unlock by application
Male,43,rural,$75.000 to $100.000,Brand,Fibaro,1-5,Price,No,48,Biometrics - fingerprint
Male,36,suburban,$100.000 to $150.000,Quality,Amazon Alexa,10-15,Safety,Yes,36,Biometrics - eyescan
Female,43,urban,$150.000 or More,Price,None of these,,Brand,Yes,37,NFC
Female,29,suburban,$50.000 to $75.000,Friend’s recommendation,Loxone,5-10,Price,No,44,NFC
Male,37,suburban,$150.000 or More,Packaging,Amazon Alexa,>15,Brand,Yes,55,Remote unlock by application
Female,27,urban,$75.000 to $100.000,Friend’s recommendation,Apple Home Kit,,Price,No,,Remote unlock by application
Male,39,rural,$50.000 to $75.000,Convenience,None of these,,Safety,No,,Biometrics - eyescan
Male,30,suburban,$50.000 to $75.000,Safety,Loxone,1-5,Smart Features,No,59,Biometrics - photo
Male,39,suburban,$50.000 to $75.000,Friend’s recommendation,iNels,1-5,Remote Access,No,61,Remote unlock by application
Female,39,rural,$75.000 to $100.000,Price,iNels,1-5,Safety,No,48,Biometrics - photo
Male,31,rural,$50.000 to $75.000,Quality,None of these,,Safety,No,64,Biometrics - fingerprint
Male,31,urban,$50.000 to $75.000,Convenience,Apple Home Kit,>15,Brand,Yes,85,Biometrics - fingerprint
Female,27,urban,$150.000 or More,Packaging,Loxone,1-5,Brand,No,89,Biometrics - fingerprint
Female,33,rural,$25.000 to $50.000,Price,None of these,,Safety,Yes,42,Conventional key
Male,36,urban,$150.000 or More,Brand,None of these,,Smart Features,No,27,Bluetooth
Female,41,urban,$100.000 to $150.000,Durability,Amazon Alexa,5-10,Remote Access,Yes,47,Remote unlock by application
Female,34,suburban,$50.000 to $75.000,Convenience,None of these,,Remote Access,Yes,43,Bluetooth
Male,18,suburban,$150.000 or More,Convenience,iNels,1-5,Smart Features,Yes,97,Biometrics - fingerprint
Female,44,rural,$100.000 to $150.000,Brand,Apple Home Kit,10-15,Smart Features,No,35,NFC
Female,37,suburban,Less than $25.000,Brand,Amazon Alexa,1-5,Remote Access,No,49,Remote unlock by application
Male,46,suburban,$50.000 to $75.000,Brand,Google Home,10-15,Smart Features,Yes,38,Biometrics - fingerprint
Female,33,suburban,$100.000 to $150.000,Price,None of these,,Brand,Yes,54,Biometrics - photo
Female,36,rural,$25.000 to $50.000,Quality,None of these,,Brand,No,56,Biometrics - fingerprint
Female,26,urban,$100.000 to $150.000,Friend’s recommendation,None of these,,Remote Access,Yes,78,Remote unlock by application
Male,43,urban,$150.000 or More,Brand,Nest,1-5,Remote Access,No,56,Biometrics - photo
Male,31,urban,$100.000 to $150.000,Price,None of these,,Brand,Yes,47,Bluetooth
Female,40,suburban,$150.000 or More,Friend’s recommendation,Apple Home Kit,10-15,Remote Access,Yes,44,Biometrics - fingerprint
Female,35,rural,Less than $25.000,Price,None of these,,Price,Yes,33,Remote unlock by application
Female,37,urban,$25.000 to $50.000,Friend’s recommendation,None of these,,Price,Yes,46,Remote unlock by application
Female,24,suburban,$50.000 to $75.000,Durability,None of these,,Brand,Yes,70,Conventional key
Female,39,urban,$75.000 to $100.000,Convenience,Loxone,10-15,Safety,Yes,46,Biometrics - eyescan
Male,47,rural,$50.000 to $75.000,Brand,None of these,,Smart Features,Yes,48,Biometrics - eyescan
Male,24,rural,$100.000 to $150.000,Packaging,None of these,,Remote Access,No,100,Biometrics - photo
Female,40,rural,$75.000 to $100.000,Friend’s recommendation,None of these,,Smart Features,Yes,49,Biometrics - eyescan
Male,33,suburban,$50.000 to $75.000,Convenience,Google Home,10-15,Safety,Yes,54,Conventional key
Female,36,rural,$75.000 to $100.000,Brand,None of these,,Remote Access,No,,Biometrics - fingerprint
Female,36,urban,Less than $25.000,Durability,None of these,,Price,No,51,Biometrics - photo
Female,26,urban,$100.000 to $150.000,Quality,None of these,,Smart Features,No,72,Biometrics - photo
Male,31,urban,$150.000 or More,Safety,Amazon Alexa,10-15,Remote Access,Yes,76,Remote unlock by application
Female,32,urban,$50.000 to $75.000,Durability,Fibaro,1-5,Remote Access,No,51,Biometrics - eyescan
Female,37,rural,Less than $25.000,Durability,None of these,,Price,Yes,52,Remote unlock by application
Female,23,urban,Less than $25.000,Durability,None of these,,Price,Yes,77,Bluetooth
Male,43,urban,$100.000 to $150.000,Convenience,Google Home,10-15,Remote Access,Yes,56,Remote unlock by application
Male,44,urban,$150.000 or More,Friend’s recommendation,None of these,,Safety,Yes,,Biometrics - photo
Female,35,suburban,$50.000 to $75.000,Convenience,Loxone,1-5,Brand,No,59,Biometrics - photo
Male,39,rural,$150.000 or More,Durability,Apple Home Kit,10-15,Brand,No,39,Conventional key
Male,28,suburban,$50.000 to $75.000,Durability,Apple Home Kit,10-15,Brand,No,47,Remote unlock by application
Female,38,urban,$75.000 to $100.000,Price,Amazon Alexa,10-15,Safety,Yes,50,Biometrics - fingerprint
Female,30,suburban,Less than $25.000,Convenience,Loxone,1-5,Price,No,54,Biometrics - fingerprint
Female,42,urban,Less than $25.000,Durability,Nest,1-5,Brand,No,33,NFC
Male,37,suburban,$150.000 or More,Packaging,Apple Home Kit,5-10,Price,Yes,41,Biometrics - fingerprint
Female,34,rural,$100.000 to $150.000,Friend’s recommendation,Apple Home Kit,>15,Smart Features,Yes,44,Biometrics - eyescan
Male,38,suburban,Less than $25.000,Quality,iNels,1-5,Remote Access,No,48,Biometrics - photo
Female,38,suburban,Less than $25.000,Quality,None of these,,Price,Yes,43,Biometrics - fingerprint
Male,34,suburban,$75.000 to $100.000,Quality,Apple Home Kit,5-10,Price,No,46,NFC
Male,29,rural,$150.000 or More,Durability,Loxone,1-5,Safety,No,51,Biometrics - fingerprint
Male,33,urban,$150.000 or More,Packaging,Apple Home Kit,>15,Brand,Yes,37,Conventional key
Male,47,suburban,$50.000 to $75.000,Convenience,None of these,,Smart Features,No,36,Remote unlock by application
Female,31,urban,$75.000 to $100.000,Brand,Google Home,1-5,Brand,No,40,Biometrics - photo
Male,34,suburban,$150.000 or More,Quality,Apple Home Kit,5-10,Remote Access,No,47,Remote unlock by application
Female,39,suburban,$75.000 to $100.000,Friend’s recommendation,Apple Home Kit,>15,Smart Features,Yes,32,Conventional key
Male,37,urban,Less than $25.000,Safety,None of these,,Smart Features,Yes,40,Biometrics - photo
Female,40,urban,$150.000 or More,Friend’s recommendation,Amazon Alexa,>15,Safety,Yes,32,Biometrics - photo
Female,39,suburban,$50.000 to $75.000,Quality,Amazon Alexa,5-10,Price,Yes,54,Bluetooth
Male,34,urban,$25.000 to $50.000,Durability,Nest,5-10,Safety,Yes,52,Biometrics - photo
Male,29,suburban,$75.000 to $100.000,Friend’s recommendation,Loxone,1-5,Safety,Yes,73,Conventional key
Male,40,rural,$150.000 or More,Durability,None of these,,Remote Access,No,,Bluetooth
Female,35,rural,$50.000 to $75.000,Brand,Loxone,5-10,Smart Features,Yes,55,Biometrics - photo
Female,34,urban,$25.000 to $50.000,Friend’s recommendation,Amazon Alexa,5-10,Safety,Yes,58,Conventional key
Female,25,suburban,$100.000 to $150.000,Price,None of these,,Remote Access,Yes,,Remote unlock by application
Male,35,urban,$100.000 to $150.000,Friend’s recommendation,Apple Home Kit,1-5,Remote Access,No,45,Remote unlock by application
Male,37,suburban,$50.000 to $75.000,Friend’s recommendation,Google Home,>15,Brand,Yes,51,Bluetooth
Male,43,rural,$150.000 or More,Durability,Amazon Alexa,,Remote Access,No,,Biometrics - fingerprint
Male,36,rural,Less than $25.000,Price,None of these,,Price,No,44,Biometrics - fingerprint
Female,35,rural,$150.000 or More,Price,None of these,,Remote Access,Yes,36,Biometrics - eyescan
Male,39,urban,$100.000 to $150.000,Brand,None of these,,Brand,Yes,39,Biometrics - photo
Male,23,suburban,Less than $25.000,Price,None of these,,Safety,Yes,74,Biometrics - eyescan
Female,35,rural,$100.000 to $150.000,Brand,Apple Home Kit,>15,Smart Features,Yes,59,Bluetooth
Male,25,urban,$50.000 to $75.000,Durability,None of these,,Price,Yes,57,Biometrics - photo
Female,32,suburban,$100.000 to $150.000,Durability,Google Home,10-15,Smart Features,Yes,67,Biometrics - photo
Male,30,suburban,$25.000 to $50.000,Quality,None of these,,Price,Yes,56,Biometrics - fingerprint
Male,42,rural,Less than $25.000,Friend’s recommendation,Google Home,>15,Remote Access,Yes,40,Biometrics - photo
Female,31,urban,Less than $25.000,Price,None of these,,Remote Access,Yes,66,Remote unlock by application
Female,37,suburban,$50.000 to $75.000,Brand,None of these,,Safety,Yes,41,Biometrics - eyescan
Female,36,suburban,$50.000 to $75.000,Brand,None of these,,Safety,Yes,49,Biometrics - eyescan
Male,33,suburban,$75.000 to $100.000,Packaging,None of these,,Safety,Yes,55,Biometrics - photo
Male,34,urban,$50.000 to $75.000,Brand,None of these,,Safety,Yes,,Conventional key
Female,30,urban,$75.000 to $100.000,Brand,iNels,1-5,Safety,No,56,Remote unlock by application
Female,31,suburban,$150.000 or More,Safety,None of these,,Remote Access,Yes,58,Biometrics - eyescan
Female,32,suburban,$100.000 to $150.000,Safety,iNels,1-5,Remote Access,No,59,Biometrics - photo
Male,38,suburban,$150.000 or More,Packaging,Fibaro,1-5,Smart Features,No,58,Biometrics - fingerprint
Male,42,urban,$25.000 to $50.000,Price,Google Home,10-15,Safety,Yes,46,Biometrics - fingerprint
Female,32,suburban,$75.000 to $100.000,Friend’s recommendation,iNels,1-5,Safety,Yes,64,NFC
Female,48,urban,$25.000 to $50.000,Price,None of these,,Safety,Yes,,NFC
Female,36,rural,$100.000 to $150.000,Convenience,None of these,,Brand,No,53,Biometrics - eyescan
Female,36,suburban,$25.000 to $50.000,Price,Amazon Alexa,5-10,Safety,Yes,56,Biometrics - photo
Female,32,urban,Less than $25.000,Safety,None of these,,Price,Yes,63,Remote unlock by application
Female,39,suburban,$100.000 to $150.000,Durability,Amazon Alexa,5-10,Safety,Yes,42,Conventional key
Female,33,suburban,$150.000 or More,Quality,iNels,1-5,Remote Access,Yes,46,NFC
Female,38,rural,$50.000 to $75.000,Convenience,Apple Home Kit,5-10,Price,Yes,50,Biometrics - eyescan
Male,45,suburban,$150.000 or More,Quality,None of these,,Brand,Yes,46,Biometrics - eyescan
Male,42,rural,$100.000 to $150.000,Durability,None of these,,Safety,No,55,Biometrics - fingerprint
Female,35,suburban,$25.000 to $50.000,Price,None of these,,Price,No,57,Remote unlock by application
Female,40,rural,Less than $25.000,Friend’s recommendation,None of these,,Safety,No,34,Conventional key
Male,32,urban,Less than $25.000,Price,Nest,1-5,Safety,No,66,Conventional key
Male,51,rural,Less than $25.000,Durability,Fibaro,5-10,Safety,No,27,Biometrics - photo
Male,47,rural,$75.000 to $100.000,Price,None of these,,Price,Yes,39,NFC
Male,36,suburban,Less than $25.000,Quality,Nest,1-5,Price,No,43,Biometrics - eyescan
Female,37,suburban,Less than $25.000,Convenience,None of these,,Remote Access,Yes,19,Biometrics - fingerprint
Female,42,suburban,$75.000 to $100.000,Quality,None of these,,Safety,No,38,NFC
Male,37,rural,$25.000 to $50.000,Price,Amazon Alexa,5-10,Brand,Yes,39,Biometrics - eyescan
Female,37,urban,$100.000 to $150.000,Friend’s recommendation,None of these,,Remote Access,No,37,Remote unlock by application
Male,36,rural,$25.000 to $50.000,Convenience,Amazon Alexa,10-15,Price,Yes,47,Biometrics - fingerprint
Male,32,suburban,$25.000 to $50.000,Friend’s recommendation,None of these,,Safety,No,61,Biometrics - fingerprint
Male,25,urban,$25.000 to $50.000,Price,None of these,,Price,Yes,75,Remote unlock by application
Male,35,urban,$75.000 to $100.000,Quality,Amazon Alexa,5-10,Safety,Yes,56,Biometrics - eyescan
Female,46,suburban,Less than $25.000,Safety,None of these,,Price,No,44,Remote unlock by application
Male,30,urban,Less than $25.000,Packaging,Amazon Alexa,10-15,Price,Yes,73,Conventional key
Male,48,urban,$75.000 to $100.000,Durability,None of these,,Price,Yes,23,Bluetooth
Male,45,rural,$100.000 to $150.000,Brand,Apple Home Kit,>15,Price,Yes,54,Biometrics - fingerprint
Male,28,rural,$100.000 to $150.000,Brand,Amazon Alexa,>15,Brand,Yes,82,Biometrics - fingerprint
Female,33,urban,$75.000 to $100.000,Friend’s recommendation,Google Home,5-10,Price,Yes,64,Bluetooth
Male,37,rural,Less than $25.000,Price,None of these,,Remote Access,No,53,Biometrics - photo
Male,36,suburban,Less than $25.000,Durability,None of these,,Price,Yes,47,Bluetooth
Male,30,urban,Less than $25.000,Brand,None of these,,Price,Yes,82,Biometrics - fingerprint
Female,29,rural,$75.000 to $100.000,Safety,None of these,,Price,Yes,49,Bluetooth
Female,35,urban,$150.000 or More,Quality,None of these,,Smart Features,Yes,42,NFC
Male,50,urban,$100.000 to $150.000,Price,None of these,,Price,Yes,32,Biometrics - photo
Female,29,rural,$25.000 to $50.000,Friend’s recommendation,Google Home,>15,Remote Access,Yes,68,Biometrics - photo
Female,42,urban,$150.000 or More,Quality,Loxone,1-5,Safety,No,45,Conventional key
Female,46,urban,$100.000 to $150.000,Price,Google Home,10-15,Safety,Yes,44,NFC
Male,39,suburban,$150.000 or More,Packaging,Google Home,10-15,Smart Features,Yes,37,Biometrics - photo
Male,34,suburban,$150.000 or More,Quality,Amazon Alexa,5-10,Safety,Yes,45,Biometrics - eyescan
Female,32,suburban,$25.000 to $50.000,Friend’s recommendation,Google Home,1-5,Smart Features,Yes,59,NFC
Female,45,urban,$100.000 to $150.000,Brand,None of these,,Brand,Yes,45,Biometrics - fingerprint
Male,35,rural,$100.000 to $150.000,Friend’s recommendation,None of these,,Price,Yes,63,Biometrics - photo
Female,33,suburban,$100.000 to $150.000,Durability,Apple Home Kit,10-15,Smart Features,Yes,37,Bluetooth
Female,46,suburban,$150.000 or More,Friend’s recommendation,Apple Home Kit,1-5,Safety,Yes,24,Conventional key
Male,35,suburban,$50.000 to $75.000,Durability,None of these,,Safety,Yes,61,NFC
Female,27,urban,$150.000 or More,Brand,Amazon Alexa,10-15,Remote Access,Yes,73,Remote unlock by application
Male,28,suburban,$50.000 to $75.000,Price,None of these,,Price,Yes,65,Remote unlock by application
Female,38,rural,$150.000 or More,Quality,Apple Home Kit,5-10,Remote Access,Yes,56,Remote unlock by application
Male,33,urban,$50.000 to $75.000,Durability,Fibaro,1-5,Brand,No,49,Conventional key
Male,36,rural,$25.000 to $50.000,Price,None of these,,Price,Yes,,Biometrics - fingerprint
Female,40,suburban,$100.000 to $150.000,Brand,None of these,,Safety,No,41,Biometrics - photo
Male,41,rural,$150.000 or More,Friend’s recommendation,Amazon Alexa,5-10,Safety,Yes,31,NFC
Female,24,urban,$25.000 to $50.000,Convenience,Amazon Alexa,>15,Safety,Yes,80,Biometrics - fingerprint
Female,35,urban,$50.000 to $75.000,Quality,None of these,,Safety,Yes,40,Biometrics - photo
Male,34,suburban,$50.000 to $75.000,Brand,None of these,,Brand,Yes,47,Bluetooth
Female,34,urban,Less than $25.000,Friend’s recommendation,None of these,,Remote Access,Yes,52,Biometrics - photo
Female,38,suburban,$25.000 to $50.000,Safety,None of these,,Brand,No,47,Biometrics - photo
Female,25,suburban,$25.000 to $50.000,Friend’s recommendation,Amazon Alexa,,Safety,Yes,,Biometrics - photo
Female,36,suburban,$25.000 to $50.000,Friend’s recommendation,Amazon Alexa,>15,Safety,Yes,49,Biometrics - fingerprint
Female,26,rural,$50.000 to $75.000,Quality,Fibaro,1-5,Brand,Yes,87,Biometrics - fingerprint
Female,43,rural,$75.000 to $100.000,Price,None of these,,Safety,No,,Biometrics - fingerprint
Female,36,urban,$100.000 to $150.000,Price,None of these,,Remote Access,Yes,51,Biometrics - photo
Male,34,suburban,$25.000 to $50.000,Safety,Amazon Alexa,5-10,Price,Yes,56,Biometrics - photo
