Gender,Age,Area,Income,Feature,Brand,NumberOfDevices,Preference,Heard,ShoppingOnline,Unlock
Male,38,urban,$100.000 to $150.000,Brand,Amazon Alexa,10-15,Price,Yes,39,Remote unlock by application
Male,40,rural,$25.000 to $50.000,Price,None of these,,Price,Yes,55,Biometrics - fingerprint
Male,30,suburban,$150.000 or More,Packaging,Loxone,1-5,Price,No,66,Biometrics - fingerprint
Male,45,suburban,Less than $25.000,Durability,None of these,,Price,Yes,,Biometrics - photo
Male,35,rural,$150.000 or More,Packaging,Loxone,5-10,Smart Features,No,65,Remote unlock by application
Male,54,rural,$25.000 to $50.000,Price,Nest,5-10,Safety,Yes,29,NFC
Female,30,rural,$75.000 to $100.000,Durability,Loxone,5-10,Safety,Yes,79,NFC
Male,32,rural,$50.000 to $75.000,Quality,None of these,,Safety,No,73,Remote unlock by application
Female,43,rural,$50.000 to $75.000,Packaging,None of these,,Price,Yes,64,Remote unlock by application
Male,44,rural,$100.000 to $150.000,Safety,Nest,5-10,Safety,Yes,45,Biometrics - eyescan
Female,45,rural,$150.000 or More,Friend’s recommendation,Fibaro,1-5,Brand,No,36,Biometrics - eyescan
Male,36,rural,$100.000 to $150.000,Durability,Apple Home Kit,10-15,Remote Access,No,51,Biometrics - fingerprint
Female,45,urban,Less than $25.000,Quality,None of these,,Safety,No,48,Biometrics - fingerprint
Male,36,suburban,$75.000 to $100.000,Convenience,Fibaro,5-10,Safety,Yes,76,Biometrics - eyescan
Female,47,rural,$150.000 or More,Packaging,Amazon Alexa,1-5,Brand,No,56,Biometrics - eyescan
Female,31,suburban,$100.000 to $150.000,Durability,None of these,,Brand,Yes,77,NFC
Female,39,rural,$100.000 to $150.000,Packaging,None of these,,Brand,Yes,53,NFC
Male,40,rural,$50.000 to $75.000,Convenience,None of these,,Smart Features,No,43,Biometrics - fingerprint
Female,29,suburban,$25.000 to $50.000,Price,Loxone,1-5,Price,No,73,Biometrics - photo
Male,42,rural,$75.000 to $100.000,Convenience,None of these,,Price,Yes,46,Biometrics - eyescan
Male,32,rural,$50.000 to $75.000,Friend’s recommendation,Amazon Alexa,5-10,Price,No,59,Remote unlock by application
Male,41,urban,$75.000 to $100.000,Friend’s recommendation,None of these,,Smart Features,No,68,NFC
Male,44,urban,$150.000 or More,Quality,Apple Home Kit,,Safety,Yes,,Biometrics - eyescan
Female,39,suburban,$100.000 to $150.000,Quality,None of these,,Smart Features,Yes,72,Remote unlock by application
Female,42,urban,$75.000 to $100.000,Friend’s recommendation,None of these,,Price,Yes,45,Remote unlock by application
Female,36,suburban,Less than $25.000,Price,Apple Home Kit,>15,Safety,No,50,Conventional key
Female,44,suburban,$75.000 to $100.000,Friend’s recommendation,Amazon Alexa,10-15,Brand,Yes,64,Biometrics - fingerprint
Male,40,suburban,$75.000 to $100.000,Packaging,None of these,,Safety,Yes,55,NFC
Male,46,urban,$25.000 to $50.000,Brand,None of these,,Brand,No,,Biometrics - eyescan
Male,46,urban,$75.000 to $100.000,Quality,None of these,,Safety,No,48,Biometrics - eyescan
Male,40,suburban,$75.000 to $100.000,Convenience,Loxone,,Remote Access,Yes,,Remote unlock by application
Female,36,urban,$100.000 to $150.000,Brand,Loxone,1-5,Brand,No,65,Remote unlock by application
Male,43,rural,$150.000 or More,Friend’s recommendation,Loxone,,Safety,No,,Conventional key
Male,51,urban,Less than $25.000,Quality,Google Home,1-5,Price,No,44,Biometrics - photo
Male,36,rural,$100.000 to $150.000,Quality,None of these,,Price,No,63,Remote unlock by application
Male,53,urban,$50.000 to $75.000,Brand,None of these,,Price,Yes,41,Remote unlock by application
Female,51,urban,Less than $25.000,Quality,Nest,1-5,Remote Access,No,60,Remote unlock by application
Male,41,urban,$150.000 or More,Brand,Amazon Alexa,10-15,Brand,Yes,62,Biometrics - photo
Female,42,suburban,$75.000 to $100.000,Packaging,None of these,,Price,Yes,58,Remote unlock by application
Male,42,urban,$100.000 to $150.000,Friend’s recommendation,None of these,,Remote Access,Yes,45,Biometrics - eyescan
Female,34,rural,$100.000 to $150.000,Quality,None of these,,Safety,Yes,79,Conventional key
Male,41,urban,$150.000 or More,Convenience,None of these,,Remote Access,Yes,59,Remote unlock by application
Male,44,suburban,$25.000 to $50.000,Friend’s recommendation,Loxone,1-5,Price,No,46,Biometrics - eyescan
Female,33,urban,Less than $25.000,Friend’s recommendation,Loxone,1-5,Safety,No,49,Conventional key
Male,50,rural,$150.000 or More,Price,Fibaro,10-15,Safety,Yes,53,Conventional key
Female,33,suburban,$150.000 or More,Safety,Loxone,1-5,Brand,No,80,Conventional key
Female,39,rural,$50.000 to $75.000,Safety,Amazon Alexa,10-15,Price,Yes,48,Remote unlock by application
Female,38,suburban,$50.000 to $75.000,Price,Amazon Alexa,5-10,Safety,Yes,61,Remote unlock by application
Male,46,rural,$25.000 to $50.000,Safety,Loxone,10-15,Remote Access,No,49,Biometrics - fingerprint
Female,42,suburban,$25.000 to $50.000,Friend’s recommendation,None of these,,Safety,Yes,47,Biometrics - photo
Female,34,urban,$75.000 to $100.000,Durability,Google Home,1-5,Safety,No,48,Biometrics - fingerprint
Male,51,urban,$150.000 or More,Packaging,None of these,,Brand,No,43,Biometrics - fingerprint
Male,38,suburban,$100.000 to $150.000,Quality,Loxone,1-5,Safety,Yes,46,Biometrics - photo
Female,39,urban,Less than $25.000,Safety,Nest,1-5,Safety,No,54,Biometrics - fingerprint
Female,36,urban,Less than $25.000,Safety,None of these,,Safety,No,55,Biometrics - fingerprint
Female,42,urban,Less than $25.000,Brand,None of these,,Smart Features,Yes,55,Biometrics - photo
Female,33,suburban,$150.000 or More,Brand,Loxone,1-5,Remote Access,No,49,Biometrics - fingerprint
Male,48,suburban,$150.000 or More,Safety,None of these,,Remote Access,Yes,48,NFC
Female,40,suburban,$50.000 to $75.000,Friend’s recommendation,None of these,,Safety,Yes,64,Biometrics - eyescan
Male,34,rural,$25.000 to $50.000,Durability,Google Home,5-10,Safety,No,63,Biometrics - fingerprint
Male,28,rural,$75.000 to $100.000,Safety,None of these,,Price,No,80,Remote unlock by application
Female,40,rural,$100.000 to $150.000,Brand,None of these,,Safety,Yes,45,Remote unlock by application
Male,42,suburban,$25.000 to $50.000,Price,Fibaro,>15,Price,Yes,52,Bluetooth
Female,32,suburban,$150.000 or More,Brand,Nest,1-5,Safety,Yes,51,Biometrics - eyescan
Female,43,urban,$50.000 to $75.000,Packaging,Fibaro,>15,Smart Features,Yes,58,Biometrics - photo
Male,38,rural,$25.000 to $50.000,Durability,Fibaro,>15,Safety,Yes,59,Remote unlock by application
Male,42,urban,Less than $25.000,Safety,None of these,,Price,Yes,54,Biometrics - eyescan
Female,47,urban,Less than $25.000,Durability,Nest,10-15,Safety,Yes,55,Biometrics - fingerprint
Male,39,urban,$25.000 to $50.000,Convenience,Google Home,10-15,Smart Features,Yes,49,Biometrics - fingerprint
Female,35,rural,Less than $25.000,Quality,Fibaro,>15,Price,Yes,46,Conventional key
Male,41,rural,$150.000 or More,Price,Fibaro,1-5,Safety,No,40,Conventional key
Female,40,suburban,$150.000 or More,Quality,Amazon Alexa,5-10,Brand,Yes,40,Conventional key
Male,41,urban,$25.000 to $50.000,Packaging,Amazon Alexa,>15,Brand,Yes,57,Conventional key
Female,29,urban,$150.000 or More,Quality,Loxone,1-5,Safety,No,70,Biometrics - fingerprint
Female,47,rural,$75.000 to $100.000,Safety,None of these,,Smart Features,No,,NFC
Male,43,suburban,$100.000 to $150.000,Quality,Amazon Alexa,1-5,Brand,No,50,Biometrics - fingerprint
Male,34,urban,$100.000 to $150.000,Quality,None of these,,Safety,No,64,Biometrics - photo
Female,37,rural,Less than $25.000,Price,Google Home,,Price,Yes,,Biometrics - photo
Male,37,rural,$75.000 to $100.000,Safety,Fibaro,5-10,Safety,Yes,70,Conventional key
Male,49,urban,Less than $25.000,Friend’s recommendation,None of these,,Safety,No,45,Remote unlock by application
Male,42,rural,$75.000 to $100.000,Safety,None of these,,Safety,Yes,52,NFC
Female,41,rural,Less than $25.000,Durability,None of these,,Brand,No,61,Conventional key
Female,50,urban,$50.000 to $75.000,Quality,None of these,,Safety,Yes,34,Biometrics - photo
Male,30,suburban,$50.000 to $75.000,Price,None of these,,Brand,Yes,66,Biometrics - eyescan
Female,40,suburban,$100.000 to $150.000,Convenience,Amazon Alexa,1-5,Safety,No,63,Biometrics - fingerprint
Female,37,rural,$150.000 or More,Friend’s recommendation,Loxone,5-10,Remote Access,Yes,56,Biometrics - fingerprint
Male,39,urban,$25.000 to $50.000,Brand,None of these,,Safety,No,50,Conventional key
Female,54,suburban,$75.000 to $100.000,Price,Fibaro,5-10,Price,Yes,37,Bluetooth
Female,47,rural,$75.000 to $100.000,Durability,Apple Home Kit,>15,Safety,Yes,45,Biometrics - photo
Female,46,suburban,$75.000 to $100.000,Friend’s recommendation,Fibaro,,Safety,Yes,,NFC
Female,37,rural,$25.000 to $50.000,Brand,None of these,,Price,No,63,Biometrics - fingerprint
Female,36,urban,$50.000 to $75.000,Quality,None of these,,Smart Features,No,35,NFC
Male,42,suburban,$150.000 or More,Brand,Nest,5-10,Smart Features,Yes,43,Biometrics - fingerprint
Male,46,rural,$25.000 to $50.000,Safety,Fibaro,>15,Safety,Yes,46,Remote unlock by application
Female,35,urban,$150.000 or More,Brand,None of these,,Safety,No,65,Biometrics - eyescan
Female,48,suburban,$25.000 to $50.000,Price,Google Home,1-5,Safety,Yes,47,Biometrics - fingerprint
Male,35,suburban,$50.000 to $75.000,Packaging,Amazon Alexa,5-10,Safety,Yes,44,NFC
Male,35,urban,$150.000 or More,Friend’s recommendation,Loxone,10-15,Remote Access,Yes,54,Remote unlock by application
Male,43,rural,$25.000 to $50.000,Price,Google Home,>15,Brand,Yes,50,Biometrics - fingerprint
Female,36,suburban,$100.000 to $150.000,Brand,Loxone,>15,Smart Features,Yes,76,NFC
Female,52,rural,$100.000 to $150.000,Friend’s recommendation,None of these,,Price,Yes,28,Remote unlock by application
Female,35,suburban,$150.000 or More,Friend’s recommendation,Loxone,1-5,Remote Access,No,44,Remote unlock by application
Male,47,urban,$150.000 or More,Quality,None of these,,Safety,No,37,Remote unlock by application
Female,27,suburban,$50.000 to $75.000,Brand,None of these,,Safety,No,70,Remote unlock by application
Male,39,rural,$50.000 to $75.000,Convenience,None of these,,Smart Features,No,36,NFC
Male,43,suburban,Less than $25.000,Durability,Google Home,5-10,Safety,Yes,34,Biometrics - photo
Male,48,urban,$100.000 to $150.000,Quality,Fibaro,1-5,Remote Access,Yes,43,Remote unlock by application
Male,37,rural,$75.000 to $100.000,Price,None of these,,Price,No,62,Bluetooth
Female,35,suburban,$150.000 or More,Quality,None of these,,Brand,Yes,57,Biometrics - eyescan
Female,44,suburban,$25.000 to $50.000,Brand,None of these,,Remote Access,No,57,Remote unlock by application
Male,34,urban,Less than $25.000,Durability,Loxone,1-5,Brand,Yes,64,Conventional key
Female,45,suburban,$50.000 to $75.000,Brand,None of these,,Safety,Yes,66,NFC
Male,41,rural,$75.000 to $100.000,Quality,None of these,,Safety,Yes,47,Remote unlock by application
Male,33,rural,$150.000 or More,Safety,None of these,,Remote Access,Yes,53,Biometrics - photo
Male,37,suburban,Less than $25.000,Price,Loxone,5-10,Smart Features,Yes,55,NFC
Female,29,rural,$25.000 to $50.000,Quality,None of these,,Remote Access,No,,Biometrics - fingerprint
Female,31,rural,$150.000 or More,Friend’s recommendation,Loxone,>15,Brand,No,60,Biometrics - eyescan
Female,39,rural,$75.000 to $100.000,Friend’s recommendation,Loxone,1-5,Price,No,67,Conventional key
Female,40,urban,$25.000 to $50.000,Friend’s recommendation,None of these,,Safety,No,74,Biometrics - photo
Male,43,suburban,$150.000 or More,Brand,None of these,,Brand,Yes,51,Biometrics - fingerprint
Male,36,rural,$75.000 to $100.000,Quality,None of these,,Safety,No,48,Conventional key
Male,28,suburban,$50.000 to $75.000,Packaging,Loxone,1-5,Safety,Yes,87,Remote unlock by application
Male,32,suburban,$50.000 to $75.000,Convenience,None of these,,Safety,No,67,Conventional key
Male,37,urban,$100.000 to $150.000,Friend’s recommendation,Amazon Alexa,10-15,Smart Features,Yes,63,Biometrics - eyescan
Male,49,suburban,$150.000 or More,Brand,None of these,,Smart Features,Yes,47,Biometrics - eyescan
Male,44,suburban,$150.000 or More,Brand,Amazon Alexa,10-15,Safety,Yes,54,Biometrics - eyescan
Male,31,urban,$100.000 to $150.000,Brand,None of these,,Remote Access,Yes,46,Remote unlock by application
Female,48,suburban,$50.000 to $75.000,Brand,Apple Home Kit,>15,Brand,Yes,36,Biometrics - photo
Female,41,suburban,$75.000 to $100.000,Convenience,Nest,1-5,Safety,No,35,Biometrics - eyescan
Male,38,rural,$75.000 to $100.000,Quality,Nest,1-5,Safety,No,49,Biometrics - eyescan
Female,41,rural,$75.000 to $100.000,Friend’s recommendation,Fibaro,1-5,Smart Features,No,58,Biometrics - eyescan
Female,43,urban,$25.000 to $50.000,Quality,Amazon Alexa,5-10,Price,No,48,Biometrics - fingerprint
Female,50,urban,$100.000 to $150.000,Brand,Loxone,1-5,Brand,No,58,Remote unlock by application
Female,37,urban,$150.000 or More,Packaging,Loxone,1-5,Brand,Yes,67,Conventional key
Female,45,suburban,$50.000 to $75.000,Brand,Amazon Alexa,5-10,Safety,Yes,55,Conventional key
Female,45,rural,$100.000 to $150.000,Brand,None of these,,Brand,No,33,Bluetooth
Female,32,rural,$100.000 to $150.000,Convenience,Amazon Alexa,>15,Safety,Yes,65,Biometrics - fingerprint
Female,34,suburban,$100.000 to $150.000,Packaging,Loxone,>15,Smart Features,Yes,61,NFC
Male,41,urban,$150.000 or More,Packaging,None of these,,Safety,No,46,Conventional key
Male,38,urban,$100.000 to $150.000,Brand,None of these,,Remote Access,No,58,Remote unlock by application
Female,49,rural,$50.000 to $75.000,Quality,Amazon Alexa,,Smart Features,No,,Biometrics - fingerprint
Female,46,suburban,$50.000 to $75.000,Convenience,Google Home,>15,Smart Features,Yes,50,Bluetooth
Male,44,urban,$25.000 to $50.000,Brand,Loxone,1-5,Safety,Yes,48,NFC
Male,50,rural,Less than $25.000,Quality,iNels,,Price,No,,Bluetooth
Female,49,urban,$75.000 to $100.000,Convenience,Apple Home Kit,>15,Safety,Yes,37,Conventional key
Male,36,urban,$50.000 to $75.000,Brand,Fibaro,5-10,Safety,Yes,57,NFC
Male,38,urban,Less than $25.000,Brand,None of these,,Price,No,58,Remote unlock by application
Male,39,suburban,$100.000 to $150.000,Quality,Apple Home Kit,5-10,Safety,No,56,Biometrics - eyescan
Female,45,rural,$75.000 to $100.000,Friend’s recommendation,None of these,,Safety,No,49,Biometrics - fingerprint
Male,32,suburban,$75.000 to $100.000,Brand,Fibaro,1-5,Price,No,75,Biometrics - fingerprint
Female,38,suburban,$25.000 to $50.000,Friend’s recommendation,Loxone,,Smart Features,Yes,,Biometrics - photo
Female,44,urban,$100.000 to $150.000,Quality,iNels,1-5,Safety,Yes,64,Biometrics - eyescan
Male,39,rural,$100.000 to $150.000,Brand,Nest,1-5,Price,Yes,52,Conventional key
Male,39,urban,$100.000 to $150.000,Friend’s recommendation,iNels,1-5,Brand,No,43,Conventional key
Female,36,urban,Less than $25.000,Safety,None of these,,Price,Yes,61,Remote unlock by application
Female,37,rural,$25.000 to $50.000,Friend’s recommendation,Google Home,10-15,Safety,Yes,61,Biometrics - photo
Female,36,rural,$100.000 to $150.000,Durability,None of these,,Remote Access,Yes,70,Bluetooth
Female,37,rural,$50.000 to $75.000,Brand,Google Home,1-5,Safety,No,46,NFC
Female,38,urban,$75.000 to $100.000,Quality,Fibaro,1-5,Price,No,39,Biometrics - fingerprint
Male,46,urban,$100.000 to $150.000,Brand,Nest,5-10,Safety,Yes,59,NFC
Female,44,suburban,$75.000 to $100.000,Price,None of these,,Brand,Yes,48,Biometrics - eyescan
Female,46,urban,Less than $25.000,Convenience,None of these,,Price,No,,Remote unlock by application
Male,42,urban,$100.000 to $150.000,Convenience,Fibaro,1-5,Safety,No,45,Biometrics - fingerprint
Male,35,suburban,Less than $25.000,Durability,iNels,1-5,Price,Yes,52,Biometrics - fingerprint
Male,42,urban,$50.000 to $75.000,Convenience,None of these,,Smart Features,No,63,NFC
Male,38,rural,$75.000 to $100.000,Brand,None of these,,Brand,Yes,46,Conventional key
Female,31,rural,$100.000 to $150.000,Price,Amazon Alexa,5-10,Safety,Yes,63,Remote unlock by application
Female,66,suburban,$150.000 or More,Packaging,None of these,,Smart Features,Yes,30,Biometrics - fingerprint
Female,40,rural,$75.000 to $100.000,Friend’s recommendation,None of these,,Safety,No,42,Biometrics - photo
Male,42,suburban,$100.000 to $150.000,Quality,None of these,,Smart Features,No,48,Bluetooth
Male,38,urban,$50.000 to $75.000,Convenience,Fibaro,1-5,Safety,No,37,NFC
Male,51,suburban,$75.000 to $100.000,Convenience,Nest,5-10,Smart Features,Yes,43,NFC
Male,35,urban,$25.000 to $50.000,Brand,Loxone,>15,Safety,Yes,59,Biometrics - eyescan
Male,45,urban,$100.000 to $150.000,Brand,Loxone,,Brand,No,,Bluetooth
Male,40,rural,$75.000 to $100.000,Friend’s recommendation,None of these,,Safety,Yes,61,Remote unlock by application
Male,34,urban,$75.000 to $100.000,Brand,None of these,,Price,Yes,,Remote unlock by application
Male,39,rural,$25.000 to $50.000,Convenience,Fibaro,10-15,Brand,Yes,55,Conventional key
Female,36,rural,Less than $25.000,Brand,Google Home,1-5,Safety,Yes,70,NFC
Male,44,rural,$100.000 to $150.000,Packaging,Apple Home Kit,10-15,Brand,Yes,50,Biometrics - fingerprint
Male,39,rural,Less than $25.000,Friend’s recommendation,None of these,,Safety,No,58,Biometrics - eyescan
Male,44,urban,$100.000 to $150.000,Brand,Amazon Alexa,>15,Smart Features,Yes,49,Bluetooth
Male,49,urban,$50.000 to $75.000,Brand,None of these,,Safety,No,39,Biometrics - photo
Female,43,suburban,$25.000 to $50.000,Price,None of these,,Brand,No,32,Biometrics - fingerprint
Female,43,rural,$25.000 to $50.000,Durability,None of these,,Remote Access,No,54,NFC
Male,43,suburban,$50.000 to $75.000,Friend’s recommendation,None of these,,Price,Yes,35,Bluetooth
Male,42,rural,$75.000 to $100.000,Quality,Fibaro,10-15,Safety,Yes,50,Biometrics - photo
Female,37,rural,$25.000 to $50.000,Brand,Amazon Alexa,>15,Safety,Yes,63,Biometrics - photo
Female,52,rural,Less than $25.000,Price,None of these,,Remote Access,No,37,Remote unlock by application
Male,37,suburban,$150.000 or More,Friend’s recommendation,Loxone,5-10,Brand,Yes,63,Remote unlock by application
Male,23,suburban,$100.000 to $150.000,Brand,None of these,,Brand,No,83,Biometrics - fingerprint
Female,45,rural,$75.000 to $100.000,Safety,Amazon Alexa,10-15,Price,Yes,50,Remote unlock by application
Male,45,suburban,Less than $25.000,Quality,Nest,5-10,Safety,Yes,45,Conventional key
Female,50,suburban,Less than $25.000,Convenience,Loxone,1-5,Safety,No,36,NFC
Female,36,suburban,$100.000 to $150.000,Friend’s recommendation,None of these,,Brand,Yes,60,Biometrics - photo
Female,41,urban,$75.000 to $100.000,Quality,Loxone,1-5,Smart Features,No,34,NFC
Male,39,urban,$50.000 to $75.000,Durability,Fibaro,1-5,Smart Features,Yes,52,Biometrics - fingerprint
Male,45,suburban,$150.000 or More,Brand,Amazon Alexa,1-5,Remote Access,No,39,Biometrics - eyescan
Female,39,rural,$75.000 to $100.000,Friend’s recommendation,Nest,5-10,Safety,Yes,49,NFC
Male,37,suburban,$100.000 to $150.000,Friend’s recommendation,Fibaro,>15,Safety,No,53,Biometrics - fingerprint
Male,49,suburban,$150.000 or More,Friend’s recommendation,Apple Home Kit,10-15,Safety,No,38,Remote unlock by application
Male,44,urban,$100.000 to $150.000,Packaging,None of these,,Smart Features,No,38,Biometrics - fingerprint
Male,61,suburban,$150.000 or More,Quality,Apple Home Kit,5-10,Smart Features,Yes,35,NFC
Male,34,rural,Less than $25.000,Safety,Nest,1-5,Safety,No,63,Biometrics - fingerprint
Male,44,urban,$100.000 to $150.000,Packaging,None of these,,Remote Access,Yes,,NFC
Male,41,rural,$100.000 to $150.000,Brand,iNels,1-5,Smart Features,Yes,52,Biometrics - fingerprint
Female,38,urban,Less than $25.000,Friend’s recommendation,Apple Home Kit,>15,Safety,No,43,Biometrics - eyescan
Female,46,rural,$150.000 or More,Brand,None of these,,Remote Access,Yes,54,Remote unlock by application
Female,37,urban,$100.000 to $150.000,Brand,Apple Home Kit,5-10,Remote Access,Yes,68,Biometrics - eyescan
Male,39,suburban,$50.000 to $75.000,Convenience,None of these,,Price,No,,Remote unlock by application
Male,32,rural,$100.000 to $150.000,Quality,Google Home,10-15,Smart Features,Yes,55,Remote unlock by application
Female,37,urban,$150.000 or More,Quality,Amazon Alexa,>15,Safety,Yes,53,Conventional key
Male,42,urban,Less than $25.000,Brand,Apple Home Kit,,Price,Yes,,Biometrics - fingerprint
Female,46,rural,$100.000 to $150.000,Quality,None of these,,Remote Access,No,44,Remote unlock by application
Male,41,rural,$25.000 to $50.000,Friend’s recommendation,iNels,1-5,Safety,No,45,Conventional key
Female,35,rural,$50.000 to $75.000,Price,None of these,,Safety,No,59,Biometrics - eyescan
Female,43,suburban,$150.000 or More,Brand,None of these,,Remote Access,No,51,Biometrics - fingerprint
Male,36,suburban,$150.000 or More,Quality,Apple Home Kit,>15,Remote Access,No,71,Bluetooth
Male,49,suburban,$25.000 to $50.000,Brand,Fibaro,>15,Safety,Yes,34,NFC
Male,42,rural,$25.000 to $50.000,Brand,None of these,,Remote Access,No,69,Biometrics - fingerprint
Female,44,urban,$100.000 to $150.000,Quality,None of these,,Smart Features,No,45,NFC
Female,53,suburban,$75.000 to $100.000,Friend’s recommendation,None of these,,Safety,No,38,NFC
Female,50,urban,$75.000 to $100.000,Packaging,Apple Home Kit,10-15,Remote Access,Yes,48,Remote unlock by application
Female,47,urban,$25.000 to $50.000,Convenience,Loxone,1-5,Safety,Yes,57,Biometrics - photo
Female,45,urban,$100.000 to $150.000,Convenience,Loxone,1-5,Brand,No,42,Biometrics - eyescan
Female,46,urban,$75.000 to $100.000,Brand,Loxone,10-15,Remote Access,Yes,43,Remote unlock by application
Female,42,rural,$25.000 to $50.000,Price,Fibaro,1-5,Safety,No,42,Conventional key
Female,33,rural,$75.000 to $100.000,Packaging,Fibaro,>15,Remote Access,Yes,50,Biometrics - photo
Female,49,suburban,$100.000 to $150.000,Quality,Fibaro,1-5,Remote Access,Yes,54,Biometrics - fingerprint
Male,33,rural,$75.000 to $100.000,Safety,Loxone,1-5,Price,No,81,Biometrics - fingerprint
Female,38,suburban,$50.000 to $75.000,Brand,None of these,,Brand,No,46,Conventional key
Female,34,rural,Less than $25.000,Quality,None of these,,Price,Yes,54,Remote unlock by application
Female,48,rural,$50.000 to $75.000,Quality,None of these,,Price,No,56,Biometrics - photo
Male,36,rural,$50.000 to $75.000,Safety,Amazon Alexa,,Brand,No,,Conventional key
Female,42,urban,$150.000 or More,Brand,None of these,,Remote Access,No,47,Bluetooth
Male,39,urban,$100.000 to $150.000,Quality,None of these,,Safety,No,47,NFC
Female,35,urban,$150.000 or More,Convenience,Loxone,10-15,Safety,No,56,Remote unlock by application
Female,49,urban,$75.000 to $100.000,Convenience,Nest,1-5,Price,No,50,Remote unlock by application
Female,45,suburban,$100.000 to $150.000,Price,Fibaro,10-15,Remote Access,Yes,45,NFC
Female,37,urban,$25.000 to $50.000,Quality,Amazon Alexa,5-10,Safety,Yes,71,Biometrics - fingerprint
Male,43,rural,$150.000 or More,Packaging,Amazon Alexa,5-10,Safety,Yes,50,NFC
Female,49,suburban,$75.000 to $100.000,Safety,None of these,,Price,No,51,Biometrics - fingerprint
Female,35,urban,$50.000 to $75.000,Durability,Google Home,1-5,Remote Access,Yes,53,Biometrics - eyescan
Male,46,urban,$150.000 or More,Packaging,Apple Home Kit,5-10,Brand,Yes,58,Conventional key
Female,46,suburban,$75.000 to $100.000,Convenience,Google Home,>15,Safety,Yes,50,NFC
Female,42,rural,$25.000 to $50.000,Convenience,None of these,,Safety,Yes,48,Remote unlock by application
Male,45,rural,$25.000 to $50.000,Price,Loxone,5-10,Smart Features,No,30,Biometrics - fingerprint
Female,32,rural,$150.000 or More,Convenience,None of these,,Safety,Yes,84,Biometrics - eyescan
Male,49,suburban,$100.000 to $150.000,Quality,None of these,,Safety,No,62,NFC
Female,39,rural,$25.000 to $50.000,Price,Amazon Alexa,5-10,Price,Yes,57,NFC
Female,47,rural,$25.000 to $50.000,Convenience,Loxone,5-10,Price,No,54,Bluetooth
Female,49,rural,$100.000 to $150.000,Quality,None of these,,Smart Features,No,37,Biometrics - fingerprint
Male,47,suburban,$100.000 to $150.000,Friend’s recommendation,Loxone,1-5,Smart Features,No,46,NFC
Male,37,rural,$75.000 to $100.000,Friend’s recommendation,None of these,,Safety,No,64,Biometrics - eyescan
Female,32,urban,$75.000 to $100.000,Friend’s recommendation,Nest,10-15,Smart Features,Yes,54,Biometrics - fingerprint
Male,53,suburban,Less than $25.000,Price,Nest,,Price,No,,Biometrics - photo
Male,38,suburban,$50.000 to $75.000,Price,Loxone,5-10,Safety,No,53,Biometrics - fingerprint
Female,44,urban,$150.000 or More,Brand,Loxone,>15,Safety,Yes,48,NFC
Male,38,suburban,$100.000 to $150.000,Durability,Fibaro,5-10,Safety,Yes,46,NFC
Male,51,rural,$75.000 to $100.000,Packaging,iNels,1-5,Price,No,38,Biometrics - fingerprint
Male,34,urban,$150.000 or More,Friend’s recommendation,None of these,,Remote Access,Yes,78,Remote unlock by application
Female,31,rural,$50.000 to $75.000,Safety,Amazon Alexa,5-10,Smart Features,Yes,72,Biometrics - eyescan
Female,44,suburban,$100.000 to $150.000,Quality,None of these,,Smart Features,Yes,58,Conventional key
Female,45,rural,$75.000 to $100.000,Safety,Fibaro,>15,Price,Yes,53,NFC
Male,39,rural,Less than $25.000,Quality,None of these,,Price,No,57,Remote unlock by application
Female,39,rural,$75.000 to $100.000,Friend’s recommendation,Loxone,5-10,Price,No,67,Biometrics - fingerprint
Male,41,suburban,$75.000 to $100.000,Quality,Fibaro,>15,Safety,Yes,54,Biometrics - eyescan
Female,40,rural,$75.000 to $100.000,Brand,Fibaro,>15,Remote Access,Yes,61,Biometrics - fingerprint
Female,40,rural,$100.000 to $150.000,Friend’s recommendation,None of these,,Brand,No,,Bluetooth
Female,34,suburban,$25.000 to $50.000,Quality,Amazon Alexa,5-10,Price,Yes,64,Biometrics - photo
Female,36,rural,$25.000 to $50.000,Durability,Loxone,1-5,Safety,Yes,59,Biometrics - eyescan
Female,39,rural,$150.000 or More,Quality,None of these,,Smart Features,No,45,Remote unlock by application
Male,37,suburban,Less than $25.000,Price,None of these,,Smart Features,Yes,41,Biometrics - eyescan
Female,44,urban,$75.000 to $100.000,Quality,None of these,,Safety,No,43,Biometrics - photo
Male,43,urban,$150.000 or More,Safety,Loxone,1-5,Remote Access,No,49,Bluetooth
Male,39,suburban,Less than $25.000,Packaging,Loxone,1-5,Smart Features,No,50,NFC
Male,42,suburban,$75.000 to $100.000,Price,None of these,,Safety,No,62,Remote unlock by application
Female,41,urban,$75.000 to $100.000,Friend’s recommendation,Amazon Alexa,,Safety,Yes,,Biometrics - fingerprint
Male,28,rural,$50.000 to $75.000,Quality,Fibaro,,Smart Features,No,,Biometrics - fingerprint
Male,44,urban,Less than $25.000,Durability,None of these,,Safety,Yes,52,Biometrics - fingerprint
Male,38,suburban,$100.000 to $150.000,Packaging,Amazon Alexa,>15,Remote Access,No,59,Remote unlock by application
Male,44,suburban,$150.000 or More,Safety,Apple Home Kit,10-15,Remote Access,Yes,46,Remote unlock by application
Male,36,rural,$25.000 to $50.000,Price,Amazon Alexa,>15,Price,Yes,46,Biometrics - fingerprint
